PROFILE_ID,REACHED_40_EVENTS,REACHED_80_EVENTS,EVENT_CYCLES_F40,DISTINCT_ARTICLES_F40,PERCENT_GOOGLE_ARTICLES_F40,PERCENT_ARTICLE_CONTENT_F40,AVERAGE_CONTENT_SCORE_F40,DAYS_TO_FORTY_EVENTS
q53gGoIBUgM-564PLH9W,1,1,1,12,0.000000,0.800000,0.6143632075748406,0.0
gRD7H4QBwWEOklUHaGmt,1,0,5,8,0.000000,1.000000,0.0,41.0
4FtLy4IBGoM3uBpFJY6P,1,0,7,5,0.200000,1.000000,0.0,76.0
WB_GXoIBPPKlNqPWd5Np,1,1,2,6,0.166667,0.857143,490.1791616018651,14.0
gCwdeYMB28LFeUkXwDv6,1,0,2,3,0.000000,0.375000,84.88339755822699,61.0
wrOU_YMB28LFeUkXrBPV,1,0,9,7,0.571429,0.777778,46.522002250657636,111.0
xDXvOIQBwWEOklUHJipL,1,1,1,1,1.000000,1.000000,0.0,0.0
kuPJ-IEBuqp2E9ofWKHK,1,0,2,5,0.000000,1.000000,0.0,9.0
MLfc2IIB28LFeUkXAuP7,1,0,6,6,1.000000,0.461538,55.56627725061044,120.0
lBQI34EBuqp2E9ofSgbT,1,0,2,7,0.571429,0.700000,78.95790481734079,11.0
_kZh_YIB28LFeUkXSHeG,1,0,5,7,0.285714,0.777778,129.90362389497076,110.0
_Tna4oQBRkWobPtwg1Le,1,0,1,4,0.250000,1.000000,0.0,3.0
s7Y4mYIBGoM3uBpF5Fiy,1,0,4,7,0.714286,1.000000,0.0,24.0
Xa1c1IIB28LFeUkXWNXw,1,0,7,9,0.666667,1.000000,0.0,102.0
wwaEoIIBGoM3uBpF_scJ,1,1,3,8,0.250000,0.727273,134.39398772165782,28.0
Zlyr_YMBGoM3uBpF8bR3,1,0,7,6,0.166667,0.600000,94.19283789438282,76.0
txQkZYIB8Tq1gs32Y81W,1,0,2,5,0.200000,0.500000,197.6188754601548,20.0
Wxm3hoIBGoM3uBpFABS3,1,1,7,5,0.400000,0.714286,1.9572230358005664,93.0
SWH8p4IBGoM3uBpF9a7f,1,0,9,9,1.000000,1.000000,0.0,126.0
eckoi4QBwWEOklUHYN6D,1,0,1,1,0.000000,1.000000,0.0,5.0
O7S2roEBlNqnsgIRHwLN,1,0,1,4,0.750000,1.000000,0.0,7.0
pDrFO4QBwWEOklUH4XOn,1,1,1,11,0.000000,0.733333,0.688669407713083,0.0
6B6ah4IBGoM3uBpF4G1G,1,0,4,3,0.666667,1.000000,0.0,24.0
CJKFC4UBEEdskq5qb_2V,1,0,2,7,0.000000,0.875000,9.95656780264994,4.0
gy1NR4MBGoM3uBpF0UVK,1,0,6,5,0.000000,1.000000,0.0,53.0
t1uh1YMBu9aDgDX1N_zl,1,1,1,10,0.000000,0.769231,0.4910126395046189,1.0
t76T24IB28LFeUkXVg4B,1,1,3,9,0.777778,1.000000,0.0,33.0
TA4Na4IBGoM3uBpF-BSx,1,0,8,6,0.000000,0.666667,39.12375056528368,94.0
ItyXX4IB8Tq1gs32fTtF,1,0,6,5,0.000000,0.357143,174.53717150280852,121.0
jQCdQYMBGoM3uBpFhfk7,1,1,8,3,0.000000,1.000000,0.0,66.0
h3VkYIQBwWEOklUHqMdm,1,0,3,4,1.000000,0.444444,16.04957026967554,20.0
01tJ1IMBu9aDgDX1EiGc,1,0,5,4,0.250000,0.363636,64.44298223358686,63.0
UN7oMIIBUgM-564PVdF-,1,0,2,4,0.000000,0.500000,248.21713055291173,7.0
r9hqX4IB8Tq1gs32yvCD,1,0,5,9,0.555556,1.000000,0.0,51.0
LVxnp4IBGoM3uBpF273c,1,0,5,4,0.500000,1.000000,0.0,28.0
x7Os_YMB28LFeUkXt4Qs,1,0,3,2,0.000000,1.000000,0.0,13.0
BGJ3HYMB28LFeUkXqPFb,1,0,3,8,0.875000,0.888889,0.005575809811292312,21.0
RRNr14ABlNqnsgIRTW_W,1,1,3,1,0.000000,1.000000,0.0,30.0
JL0IqoQBEEdskq5q7ok_,1,1,1,1,0.000000,1.000000,0.0,1.0
X-pBgIIBGoM3uBpF4-MH,1,1,7,8,0.375000,0.727273,3.4237748082074098,42.0
EhZUZYIB8Tq1gs32wo4R,1,0,4,5,0.200000,0.625000,44.93306163642848,60.0
EEDmaIIB8Tq1gs32XQ98,1,1,1,6,0.000000,0.500000,278.5263792468195,2.0
qVpH_YMBGoM3uBpFRdiJ,1,0,5,7,0.428571,0.875000,12.929051239980254,20.0
KF-B1oMB28LFeUkX7lxb,1,0,1,1,0.000000,1.000000,0.0,0.0
db1mNYMB28LFeUkXdroQ,1,0,3,4,0.250000,1.000000,0.0,18.0
4gZsG4QBwWEOklUH2SoP,1,0,3,3,0.000000,0.500000,0.0,13.0
-cYA0X8Bale87oUgMIpj,1,0,1,10,0.800000,1.000000,0.0,14.0
FQ1G9YIB28LFeUkXfQRh,1,0,4,6,0.166667,0.750000,129.97174739443392,27.0
A_dygoIBGoM3uBpF_A46,1,1,3,5,0.800000,1.000000,0.0,66.0
Shc0JYQBwWEOklUHHMhy,1,1,4,1,0.000000,1.000000,0.0,27.0
3yEnxIIBGoM3uBpFltqM,1,0,7,3,0.666667,1.000000,0.0,98.0
YIG-c4QBwWEOklUHxbTv,1,0,5,2,0.500000,1.000000,0.0,25.0
HtuJX4IB8Tq1gs32-THS,1,1,4,6,0.333333,0.750000,314.77077403941604,21.0
zDlGaIIB8Tq1gs32uD2Y,1,0,9,6,0.166667,0.666667,2.797918604899089,110.0
TA9aa4IBGoM3uBpFMtQ2,1,0,3,5,0.200000,0.714286,30.976643367325178,91.0
yjX4x4IBGoM3uBpFQfIL,1,0,13,2,0.000000,0.500000,678.7135148149283,108.0
8Dp1jIIBGoM3uBpF9Tvs,1,0,4,5,0.200000,0.625000,137.94644506766753,70.0
VP9cg4IBGoM3uBpFVMj_,1,0,7,3,0.333333,1.000000,0.0,101.0
fyq8eIMB28LFeUkXEGPi,1,0,6,7,0.571429,1.000000,0.0,80.0
SU0bpoIBGoM3uBpF9FCJ,1,0,3,5,0.000000,0.555556,2.7798256710216305,43.0
6jJFx4IBGoM3uBpFTGh7,1,1,4,4,0.250000,1.000000,0.0,24.0
zLBX1YIB28LFeUkXT1CC,1,0,5,5,0.000000,1.000000,0.0,109.0
HY7HiIMB28LFeUkXp3f7,1,0,2,8,0.125000,0.571429,45.501452861069396,37.0
HFkQ_YMBGoM3uBpFBbm0,1,1,3,3,0.000000,1.000000,0.0,33.0
k1P3yYIBGoM3uBpFiZ4x,1,0,7,7,1.000000,1.000000,0.0,92.0
t1yR_YMBGoM3uBpFzkeF,1,0,8,9,0.111111,0.900000,38.99152421833018,79.0
H1yd_YMBGoM3uBpFv3rX,1,1,5,7,0.428571,1.000000,0.0,31.0
TunNaoMB28LFeUkXj90y,1,0,6,8,0.500000,1.000000,0.0,55.0
mJDJCYUBEEdskq5qFdKw,1,0,1,37,0.000000,1.000000,0.0,0.0
8C2JE4MB28LFeUkX_2ZO,1,0,4,7,0.000000,0.538462,128.57604064770763,73.0
g-bvD4QBwWEOklUHl6vn,1,1,1,1,0.000000,0.333333,314.3098963261919,2.0
GlRbUIAB-TISWGBhXFk0,1,0,3,1,0.000000,1.000000,0.0,74.0
DDg-aIIB8Tq1gs32bPMt,1,1,7,4,0.000000,0.571429,826.3946410608903,52.0
Fet8EYQBwWEOklUHJrGr,1,0,3,4,0.750000,1.000000,0.0,41.0
5bKL_YMB28LFeUkXqOT2,1,0,7,7,0.000000,0.875000,41.41210842865283,122.0
JoI0dIQBwWEOklUHHxD6,1,0,4,3,0.333333,1.000000,0.0,30.0
xwn-0YMBGoM3uBpFZUHE,1,0,4,2,0.000000,1.000000,0.0,47.0
nA6BoYIBGoM3uBpFDozm,1,0,5,8,0.750000,1.000000,0.0,70.0
TzDdiYIBGoM3uBpFn6W0,1,1,5,9,0.000000,1.000000,0.0,55.0
GH0tW4MB28LFeUkX_g1R,1,0,3,3,0.000000,1.000000,0.0,30.0
DfPKgYIBGoM3uBpF3DzE,1,1,1,6,0.500000,1.000000,0.0,3.0
wPvrgoIBGoM3uBpFYTDf,1,1,5,5,0.400000,1.000000,0.0,44.0
QdXywoQBRkWobPtwQ-6_,1,0,1,1,0.000000,0.333333,38.99152421833018,13.0
ziEfLYQBwWEOklUH9liY,1,1,1,5,0.600000,1.000000,0.0,7.0
MOETT4UBRkWobPtw2-n0,1,1,1,1,0.000000,1.000000,0.0,0.0
iLKM_YMB28LFeUkXwO4E,1,1,9,7,0.142857,1.000000,0.0,110.0
zWJUHYMB28LFeUkXKxcT,1,1,3,5,0.000000,1.000000,0.0,34.0
_QYNhIIBGoM3uBpFnZ6g,1,0,8,10,0.500000,1.000000,0.0,118.0
atBhnIIBGoM3uBpFteBi,1,0,5,5,0.200000,1.000000,0.0,119.0
3fVkYYIB8Tq1gs32KsLu,1,0,7,11,0.818182,0.916667,77.98304843666035,143.0
-OUSnoIBGoM3uBpFtH9r,1,0,5,7,0.428571,1.000000,0.0,61.0
wVTwaYIB8Tq1gs32GfPu,1,1,1,6,0.666667,1.000000,0.0,6.0
FSA0boIBGoM3uBpFWwnf,1,0,6,6,0.166667,1.000000,0.0,123.0
va1e1IIB28LFeUkXtdrQ,1,0,3,1,0.000000,0.250000,124.36949448121825,115.0
kXvqmIQBEEdskq5q4XEh,1,1,1,1,0.000000,0.500000,0.0,7.0
9VW0poABlNqnsgIRzVyq,1,0,2,9,0.000000,0.642857,197.8296183126143,14.0
yCEtX4IBPPKlNqPWNT0I,1,0,12,2,0.500000,0.400000,922.7801377155547,132.0
Y7gs2YIB28LFeUkXmG0s,1,1,1,10,0.000000,0.833333,39.60031161609372,0.0
oLOm_YMB28LFeUkXXWca,1,0,8,8,0.000000,1.000000,0.0,92.0
PP6yn4IBGoM3uBpFGNKj,1,1,2,7,0.571429,1.000000,0.0,12.0
EpPneYIBGoM3uBpFK8O4,1,0,7,5,0.200000,0.833333,857.8135328032638,57.0
IcBDqYMBGoM3uBpFyCo-,1,0,3,3,0.000000,1.000000,0.0,37.0
oJN9fIQBwWEOklUHTzIv,1,0,1,5,0.000000,0.416667,14.73879979587399,0.0
_bKI_YMB28LFeUkXzMqO,1,1,6,10,0.300000,0.909091,0.7624650025572511,35.0
EoHUAIQBu9aDgDX18_66,1,0,5,3,0.333333,1.000000,0.0,44.0
4lotp4IBGoM3uBpFjas0,1,0,6,7,0.428571,0.777778,0.41568231103369013,72.0
mnHb04ABuqp2E9ofya6q,1,1,2,16,0.000000,0.761905,84.61507593506317,6.0
7wm6aIAB-TISWGBhH-7X,1,1,1,15,0.000000,0.789474,260.8008798567213,1.0
bbhlNIMB28LFeUkXEL6F,1,1,4,8,0.625000,1.000000,0.0,27.0
wjeBi4IBGoM3uBpFOT91,1,1,5,4,0.250000,1.000000,0.0,90.0
VHkaZYQBwWEOklUHPJH8,1,1,1,3,0.000000,0.375000,30.556738246304327,0.0
3zXyx4IBGoM3uBpFQtam,1,1,5,6,0.166667,0.600000,168.9682026010326,70.0
RVyc938Boj1uvCUbTdFM,1,0,5,9,0.111111,0.818182,280.2024221592792,90.0
PUvWpYIBGoM3uBpFYl-b,1,0,3,6,0.166667,0.666667,133.21809332367053,71.0
SjDIWIMBu9aDgDX1GfGo,1,0,6,8,0.375000,0.727273,81.11003027050633,73.0
PqKCl4IBGoM3uBpFXUDD,1,0,8,6,0.000000,1.000000,0.0,128.0
hkX-cYIBGoM3uBpFTGL6,1,0,8,6,0.166667,0.857143,0.0,125.0
fzUI_IIB28LFeUkXsL79,1,0,1,1,0.000000,1.000000,0.0,4.0
cR-9XoIBPPKlNqPWoEQa,1,1,3,6,0.000000,0.857143,623.8643874932828,20.0
EBxAh4IBGoM3uBpF5EFZ,1,0,6,1,0.000000,0.500000,38.99152421833018,50.0
JQn10YMBGoM3uBpF2T6T,1,0,1,6,0.000000,0.375000,299.88656870976183,0.0
Vhh394IB28LFeUkXZVJg,1,0,3,5,0.000000,1.000000,0.0,81.0
rp26X4MB28LFeUkX3WRe,1,0,9,4,0.500000,1.000000,0.0,51.0
bBVBZYIB8Tq1gs321uXv,1,0,5,4,1.000000,0.210526,19.51112403415538,125.0
LKbFMIMB28LFeUkXS_bY,1,0,2,2,0.000000,1.000000,0.0,34.0
fm4zqoIBGoM3uBpFSsXB,1,1,6,2,0.000000,1.000000,0.0,35.0
9fd8goIBGoM3uBpFBEmM,1,0,4,2,1.000000,1.000000,0.0,142.0
I25GBIMB28LFeUkXqBw8,1,1,6,8,0.500000,1.000000,0.0,52.0
EzwYDoQBEEdskq5qW4cv,1,0,1,1,0.000000,1.000000,0.0,8.0
MAX5g4IBGoM3uBpF2t-T,1,0,1,1,1.000000,1.000000,0.0,4.0
RpP0iYMB28LFeUkXoUV7,1,0,1,5,0.000000,0.714286,92.54845445531878,0.0
4zJpioIBGoM3uBpFyP8-,1,1,1,12,0.000000,1.000000,0.0,0.0
qgvbaoIBGoM3uBpFS7RE,1,0,2,4,0.500000,0.800000,50.57060362777438,17.0
wd-snYIBGoM3uBpFxfTu,1,1,4,8,0.250000,0.800000,400.26826929046496,28.0
bjXNZ4IB8Tq1gs320SV6,1,1,3,8,0.000000,0.666667,1.7036943774422142,63.0
59_EX4IB8Tq1gs32p6GI,1,1,1,3,0.000000,1.000000,0.0,5.0
vE_Ly4MBu9aDgDX1z49y,1,0,4,7,0.142857,0.875000,0.0,27.0
LDipcIIBGoM3uBpFyUzF,1,1,5,1,0.000000,1.000000,0.0,24.0
XjgsaIIB8Tq1gs32ZVCD,1,1,1,9,0.222222,1.000000,0.0,1.0
NfqkQIMBGoM3uBpFNrC-,1,1,1,1,1.000000,1.000000,0.0,3.0
HANWcIMB28LFeUkXGTeB,1,0,4,1,0.000000,1.000000,0.0,53.0
_S4lZ4IB8Tq1gs32ElMk,1,1,3,7,0.000000,0.583333,164.19805791792075,30.0
_sGYnoMB28LFeUkXDsGD,1,0,5,7,0.142857,1.000000,0.0,82.0
0MpRi4QBwWEOklUHynkX,1,0,2,1,0.000000,1.000000,0.0,11.0
HoWrhYMB28LFeUkXMHDT,1,0,7,9,0.666667,0.900000,43.32391579814464,70.0
N1yU_YMBGoM3uBpFKlKA,1,0,5,6,0.000000,1.000000,0.0,107.0
HRZdZYIB8Tq1gs32yOCw,1,0,3,9,0.111111,1.000000,0.0,12.0
jAzgaoIBGoM3uBpFyxfj,1,0,5,9,0.555556,0.900000,38.99152421833018,99.0
t6hg-YMB28LFeUkXPFtp,1,0,5,9,0.777778,0.900000,11.528954017161059,39.0
10H9aIIB8Tq1gs32tZmi,1,0,6,7,1.000000,0.777778,39.252335567054295,71.0
_Et3GIMB28LFeUkXLl4I,1,0,7,1,1.000000,1.000000,0.0,68.0
L-6eYIIB8Tq1gs32tIgg,1,0,1,6,0.166667,0.600000,5.676288179932539,2.0
y0TKcYIBGoM3uBpFVBcO,1,1,7,7,0.285714,1.000000,0.0,53.0
odyHxIQBRkWobPtwpgBQ,1,1,1,9,0.000000,1.000000,0.0,0.0
NbOt_YMB28LFeUkX-ovq,1,0,9,8,0.375000,1.000000,0.0,98.0
K3R-q4IBGoM3uBpF5kdi,1,1,6,4,0.250000,0.285714,401.6621079512511,27.0
RSpBb4IBGoM3uBpFK3_-,1,0,7,6,0.500000,0.500000,89.92600633230987,129.0
g-x2YIIB8Tq1gs32Q-ha,1,1,2,3,0.333333,1.000000,0.0,13.0
96zllIMB28LFeUkXvgf3,1,0,4,3,0.000000,0.750000,0.0,35.0
dkr4yIIBGoM3uBpF46Ij,1,0,5,8,0.375000,1.000000,0.0,56.0
9yOFZoIB8Tq1gs32cnh4,1,1,5,5,0.800000,1.000000,0.0,53.0
OPICwYMBGoM3uBpFZ3vU,1,0,1,1,0.000000,1.000000,0.0,0.0
Eq8RsYIBGoM3uBpF1GKM,1,0,8,3,0.666667,1.000000,0.0,73.0
p7KL_YMB28LFeUkX7-ZZ,1,1,5,5,0.000000,1.000000,0.0,49.0
McwPfoIBGoM3uBpFUDe7,1,0,3,5,0.600000,1.000000,0.0,93.0
Dwv9EIMB28LFeUkXasvU,1,0,7,5,0.000000,1.000000,0.0,72.0
YSRPiIIBGoM3uBpFQPtK,1,0,2,1,0.000000,1.000000,0.0,9.0
MaJkgIQBwWEOklUHvS3k,1,0,5,1,0.000000,0.500000,18.992346137631266,41.0
EbC9mIIBGoM3uBpFFJCs,1,0,8,4,0.250000,0.666667,82.41514047347053,69.0
3cT834IB28LFeUkXCBGu,1,0,3,8,0.000000,0.800000,277.78183794895654,23.0
VXkkVIAB-TISWGBhZnQ1,1,0,1,6,0.000000,0.500000,331.3109776418063,3.0
GBG-ZIIB8Tq1gs32ygmN,1,0,7,3,0.666667,1.000000,0.0,132.0
kjqfjIIBGoM3uBpFb7Pg,1,0,3,2,0.000000,0.666667,0.0017506467225407575,12.0
bnyHrIIBGoM3uBpFeRPk,1,1,5,3,0.333333,0.166667,266.50237297284156,52.0
LZO1CoQBu9aDgDX1ahV8,1,1,1,7,0.000000,0.875000,146.21821581873814,2.0
_1egGoMB28LFeUkXAJv_,1,0,1,7,0.000000,0.700000,228.43728662346317,0.0
Or6324IB28LFeUkXj1qf,1,0,6,8,0.125000,0.727273,12.52053782727537,99.0
r1rz0oMB28LFeUkXgzAA,1,0,1,1,0.000000,1.000000,0.0,2.0
86Vm0IIB28LFeUkXghpH,1,0,2,5,0.000000,1.000000,0.0,12.0
ajSAdYAB-TISWGBhsUXV,1,0,1,6,0.000000,0.428571,129.5838682710987,2.0
R8KKsoIBGoM3uBpFMGMj,1,0,1,8,0.000000,0.615385,39.406751361216,0.0
q_T4gYIBGoM3uBpFtTxh,1,0,4,4,1.000000,1.000000,0.0,17.0
WzT44IQBRkWobPtwsnJo,1,0,1,0,0.000000,0.000000,0.0,3.0
xJGMiYMB28LFeUkX3UPW,1,0,2,5,0.400000,0.555556,260.1166483384498,7.0
K3CcqoIBGoM3uBpF6HkQ,1,0,1,8,0.000000,0.533333,40.77851436683088,0.0
2UXayYMBu9aDgDX1NvrQ,1,0,1,1,0.000000,1.000000,0.0,0.0
zEMcaYIB8Tq1gs32Ns8T,1,0,6,0,0.000000,0.000000,508.0463971020061,123.0
SSDkXoIBPPKlNqPWVQsd,1,1,2,5,0.400000,0.833333,0.0,10.0
BCT6RYMBGoM3uBpFwy7h,1,1,4,6,0.000000,0.500000,283.2936966354745,20.0
_gJDY4IB8Tq1gs32oL6j,1,0,6,6,0.833333,1.000000,0.0,128.0
PnM0q4IBGoM3uBpFiAzQ,1,0,4,1,0.000000,1.000000,0.0,85.0
F__HYoIB8Tq1gs32TeHr,1,0,4,5,0.600000,1.000000,0.0,105.0
buuAuIMBGoM3uBpFjX0j,1,0,2,0,0.000000,0.000000,977.2494272178106,6.0
7BrAZYIB8Tq1gs32ByF-,1,1,7,6,0.166667,0.857143,233.94914530998102,41.0
KmlW7YEBuqp2E9ofWFwR,1,0,2,9,0.555556,1.000000,0.0,13.0
JmrIdYIBGoM3uBpF8vOZ,1,1,3,11,1.000000,1.000000,0.0,63.0
pDS5Z4IB8Tq1gs32M20J,1,0,7,8,0.875000,0.888889,44.561741963805915,69.0
92EozIIBGoM3uBpFmOO4,1,0,7,6,0.166667,1.000000,0.0,91.0
Q7kmIoIBUgM-564PFryv,1,0,1,8,0.250000,1.000000,0.0,11.0
17Os_YMB28LFeUkXP4JG,1,1,7,3,0.333333,0.428571,33.654986024377735,77.0
NhishoIBGoM3uBpFN9e3,1,1,3,6,0.000000,1.000000,0.0,5.0
T54HHIUBEEdskq5qsinn,1,0,1,7,0.000000,1.000000,0.0,0.0
e2SizIIBGoM3uBpFu_JY,1,0,4,7,0.571429,0.777778,19.849200175978844,107.0
NFLPyYIBGoM3uBpFLZhB,1,0,9,9,0.000000,0.642857,102.69270332467782,124.0
NLWq14IB28LFeUkXfOZ3,1,1,5,4,0.000000,0.400000,131.783582137672,57.0
AlkO_YMBGoM3uBpFZrFT,1,1,4,6,0.500000,0.857143,116.97457265499051,16.0
Sqvo0oIB28LFeUkXNRgf,1,0,7,8,0.000000,1.000000,0.0,62.0
9Se8ZoIB8Tq1gs32zZM6,1,0,3,9,0.555556,1.000000,0.0,34.0
1JKJCoQBu9aDgDX1qLNW,1,0,5,6,0.000000,0.857143,10.353027107163207,56.0
JnF3W4QBwWEOklUHAd4U,1,1,1,1,0.000000,0.200000,239.96616477926625,2.0
gie6ZoIB8Tq1gs32TmVB,1,0,4,7,0.571429,1.000000,0.0,36.0
T_qZQIMBGoM3uBpFAH44,1,0,8,6,0.666667,0.857143,0.0,75.0
BRXkoYIBGoM3uBpFxzer,1,0,7,8,0.000000,0.800000,56.571873737276746,92.0
SPGNgYIBGoM3uBpFK-6e,1,0,9,6,0.500000,0.857143,19.254286977685265,132.0
mYkkh4MB28LFeUkXYIy8,1,1,2,5,0.000000,0.555556,117.54125699907695,7.0
pK08YYAB-TISWGBhlOL1,1,0,3,7,0.714286,1.000000,0.0,27.0
2x-p4IEBuqp2E9ofUkaR,1,0,1,7,0.571429,0.583333,2.5218591232216374,4.0
4_5k-4EBuqp2E9ofxn4n,1,0,2,5,0.000000,1.000000,0.0,5.0
x7KK_YMB28LFeUkXcdm-,1,0,7,7,0.285714,1.000000,0.0,59.0
6XQRl4QBEEdskq5q_Saj,1,1,4,3,0.000000,1.000000,0.0,28.0
WsPynoMB28LFeUkX93H_,1,0,4,4,0.000000,1.000000,0.0,44.0
NRBEhYIBGoM3uBpFUCmp,1,1,6,1,1.000000,1.000000,0.0,38.0
BBZMZYIB8Tq1gs32NEUm,1,1,5,2,1.000000,1.000000,0.0,20.0
S66T1IIB28LFeUkXnUnq,1,0,4,9,0.111111,0.473684,41.317205869823894,71.0
BvCX74IB28LFeUkXawYo,1,0,10,2,0.000000,0.285714,439.8172227672084,72.0
H3lJrIIBGoM3uBpFu-ym,1,0,5,8,0.125000,1.000000,0.0,68.0
jF8NkYIBGoM3uBpFVzc2,1,0,8,10,0.900000,0.833333,101.01344408515622,98.0
th--XoIBPPKlNqPWRUq9,1,1,1,10,0.000000,0.769231,39.69498659084873,0.0
ro7QFoIBUgM-564PgXAS,1,0,1,5,0.600000,0.714286,111.4043549095148,11.0
7LKO_YMB28LFeUkXLPXY,1,0,3,6,0.000000,1.000000,0.0,49.0
Enk3rIIBGoM3uBpF-kfu,1,0,6,2,0.000000,1.000000,0.0,118.0
hw0JH4QBwWEOklUHA5-Z,1,0,1,1,0.000000,0.142857,106.82279752931179,0.0
J4zheoQBwWEOklUH_pVL,1,0,1,1,0.000000,1.000000,0.0,0.0
lwoaQ4ABoj1uvCUboJ6w,1,0,1,9,0.222222,0.900000,0.0001264355966279436,1.0
wIbSrYIBGoM3uBpF6r4-,1,0,5,7,0.285714,0.777778,0.0,121.0
GcmrZYMB28LFeUkXsTRU,1,0,5,3,0.666667,1.000000,0.0,61.0
BoCccYQBwWEOklUHcnbz,1,0,1,1,0.000000,1.000000,0.0,9.0
5fpWyIMBGoM3uBpFZt3g,1,0,2,4,0.000000,0.250000,201.41668469386667,8.0
3CwbiYIBGoM3uBpFNhBm,1,0,3,4,0.500000,1.000000,0.0,43.0
TL7E24IB28LFeUkXmHZT,1,0,4,7,0.142857,0.700000,280.9282636324009,105.0
ErZbfIIBGoM3uBpFinTk,1,1,1,9,0.333333,0.900000,194.95762109165088,3.0
OiHN_YEBuqp2E9ofpdJ8,1,0,1,3,0.666667,0.750000,0.0,10.0
bo-9ioAB-TISWGBh1s3S,1,0,2,1,0.000000,0.333333,590.0508561250148,30.0
VgNzY4IB8Tq1gs32Xuim,1,0,2,5,0.000000,0.454545,467.22816931427434,18.0
Szp-pIIBGoM3uBpFMHtk,1,0,3,7,0.857143,1.000000,0.0,112.0
impqVoQBwWEOklUHHeDX,1,1,1,9,0.000000,1.000000,0.0,3.0
cJvr8IMB28LFeUkXUci_,1,0,1,2,0.000000,1.000000,0.0,6.0
NhGra4IBGoM3uBpFD3wo,1,0,5,9,0.888889,1.000000,0.0,141.0
OLKL_YMB28LFeUkXeOOd,1,0,6,7,0.142857,0.875000,45.87238143332962,113.0
nR_KXoIBPPKlNqPWF6MS,1,0,6,10,0.100000,1.000000,0.0,124.0
sy-YNYQBwWEOklUHmGV1,1,0,4,3,0.666667,1.000000,0.0,33.0
3wwIEYMB28LFeUkXUoli,1,0,1,9,0.000000,0.600000,118.04831431579366,3.0
5k2TyoEBlNqnsgIRFeTQ,1,1,1,10,0.000000,1.000000,0.0,1.0
GoR7rYIBGoM3uBpFyzuB,1,0,8,7,1.000000,1.000000,0.0,96.0
eeSnp4MB28LFeUkXE1_q,1,1,1,5,0.000000,0.227273,235.22475404436037,0.0
KjE9NoQBwWEOklUHLQWf,1,1,1,2,0.000000,1.000000,0.0,2.0
uQncoIIBGoM3uBpFLg2P,1,0,4,6,0.000000,1.000000,0.0,86.0
ylfh6oQBRkWobPtwcA_R,1,0,1,1,1.000000,0.333333,17.17045976446125,4.0
DntvhIMB28LFeUkX3Hb5,1,0,1,14,0.000000,0.875000,10.353027107163207,0.0
_CfBZoIB8Tq1gs32tO5D,1,1,2,2,1.000000,0.666667,38.99152421833018,10.0
Z7R2WYIBUgM-564PYSKx,1,0,5,1,0.000000,1.000000,0.0,39.0
trDwDIABoj1uvCUbRkqw,1,0,7,2,0.500000,0.500000,103.97739791554713,69.0
XzJSioIBGoM3uBpFfJ_L,1,0,8,9,0.333333,1.000000,0.0,112.0
KlpJ_YMBGoM3uBpFdeMI,1,1,6,1,0.000000,0.500000,0.0,60.0
_3wVW4MB28LFeUkX0ytV,1,0,8,7,0.000000,1.000000,0.0,69.0
UUeM_YIB28LFeUkXt5ab,1,0,3,4,0.000000,0.666667,0.8845055033301049,97.0
inLXkoIBGoM3uBpF380V,1,0,8,9,0.444444,0.900000,38.99152421833018,122.0
eBTBEYMB28LFeUkXgJiN,1,1,5,3,0.000000,1.000000,0.0,44.0
j3_jrIIBGoM3uBpFZUyi,1,0,2,7,0.285714,0.700000,53.945361786622925,48.0
YrZTfIIBGoM3uBpFZi9O,1,1,2,9,0.333333,0.900000,38.99152421833018,17.0
myFOboIBGoM3uBpFsQq1,1,1,2,6,0.500000,1.000000,0.0,9.0
ZEebF4MB28LFeUkX_AMw,1,0,5,8,0.125000,0.727273,0.0,111.0
89l5O4MBGoM3uBpFYvPp,1,0,3,3,0.000000,0.230769,166.57640777606213,77.0
RC64xoIBGoM3uBpFPZa3,1,1,5,5,0.400000,0.500000,171.9616159254378,50.0
Ybot2oIB28LFeUkXW2Jd,1,0,7,6,0.500000,1.000000,0.0,62.0
yOPZ_4EBUgM-564PjKyq,1,0,2,4,0.000000,0.444444,264.55704120490384,4.0
YHKaXIQBwWEOklUHcYQP,1,1,2,4,0.250000,1.000000,0.0,12.0
tbe074ABlNqnsgIRatGQ,1,0,1,3,0.000000,0.300000,203.59796425045164,2.0
Op9FjoMB28LFeUkXagSJ,1,1,1,1,0.000000,1.000000,0.0,3.0
67QthYQBwWEOklUHH1kf,1,0,2,1,0.000000,1.000000,0.0,4.0
-QKVg4IBGoM3uBpFwQM_,1,0,5,1,0.000000,0.500000,77.98304843666035,42.0
jx5tw4IBGoM3uBpFXduL,1,0,6,7,0.571429,0.875000,38.99152421833018,71.0
HCEZxIIBGoM3uBpFL6WL,1,0,2,7,0.000000,0.700000,151.51682822798335,50.0
aryWqYQBEEdskq5qUQ-Z,1,0,3,2,0.500000,1.000000,0.0,18.0
e_DVYIIB8Tq1gs32TX6q,1,0,6,5,0.400000,0.714286,22.79529996922486,86.0
lZx9eoIBGoM3uBpFFaDK,1,0,4,9,0.444444,0.900000,14.36561248886695,47.0
Ua1C1IIB28LFeUkXipyP,1,0,8,9,0.333333,0.562500,126.0203568414981,78.0
